SCHD_DATE,MONTH,DAY_OF_WEEK,HOUR,STAFFED_UNITS,PRIVATE_UNITS,TOTAL_UNITS,PROJECTED_MAX_CALLS,UNITS_ON_CALLS,EVENT,RAIN,MIN_TEMPERATURE,MAX_TEMPERATURE,XXM_DISPATCHES,XXM_STATE,EVENT_STATE
5/13/18,5,1,15.5,17,10,27,23,19,,0,37,67,0,0,0
5/13/18,5,1,16,17,10,27,22.5,17,,0,37,67,0,0,0
5/13/18,5,1,16.5,15,10,25,22,18,,0,37,67,0,0,0
5/13/18,5,1,17,15,10,25,22,21,,0,37,67,0,0,0
5/13/18,5,1,17.5,18,9,27,22,18,,0,37,67,0,0,0
5/13/18,5,1,18,20,9,29,20,13,,0,37,67,0,0,0
5/13/18,5,1,18.5,21,10,31,23,13,,0,37,67,0,0,0
5/13/18,5,1,19,21,9,30,22,23,,0,37,67,0,0,0
5/13/18,5,1,19.5,25,9,34,21,16,,0,37,67,0,0,0
5/13/18,5,1,20,22,10,32,22,20,,0,37,67,0,0,0
5/13/18,5,1,20.5,22,9,31,23,15,,0,37,67,0,0,0
5/13/18,5,1,21,21,8,29,22,10,,0,37,67,0,0,0
5/13/18,5,1,21.5,21,8,29,20,11,,0,37,67,0,0,0
5/13/18,5,1,22,20,5,25,23,11,,0,37,67,0,0,0
5/13/18,5,1,22.5,19,5,24,21.5,13,,0,37,67,0,0,0
5/13/18,5,1,23,19,5,24,21,12,,0,37,67,0,0,0
5/13/18,5,1,23.5,19,5,24,19.5,13,,0,37,67,0,0,0
5/14/18,5,2,0,19,5,24,16,11,,0,52,65,0,0,0
5/14/18,5,2,0.5,19,5,24,15,7,,0,52,65,0,0,0
5/14/18,5,2,1,19,5,24,15,3,,0,52,65,0,0,0
5/14/18,5,2,1.5,19,5,24,15,5,,0,52,65,0,0,0
5/14/18,5,2,2,19,5,24,16,6,,0,52,65,0,0,0
5/14/18,5,2,2.5,19,4,23,14,6,,0,52,65,0,0,0
5/14/18,5,2,3,18,4,22,13,8,,0,52,65,0,0,0
5/14/18,5,2,3.5,17,4,21,13,8,,0,52,65,0,0,0
5/14/18,5,2,4,17,4,21,12,6,,0,52,65,0,0,0
5/14/18,5,2,4.5,15,4,19,11,7,,0,52,65,0,0,0
5/14/18,5,2,5,14,4,18,10,5,,0,52,65,0,0,0
5/14/18,5,2,5.5,13,5,18,11,7,,0,52,65,0,0,0
5/14/18,5,2,6,12,5,17,11,7,,0,52,65,0,0,0
5/14/18,5,2,6.5,10,4,14,12,6,,0,52,65,0,0,0
5/14/18,5,2,7,9,5,14,13.5,8,,0,52,65,0,0,0
5/14/18,5,2,7.5,11,5,16,16,11,,0,52,65,0,0,0
5/14/18,5,2,8,11,4,15,18,13,,0,52,65,1,1,0
5/14/18,5,2,8.5,16,4,20,19,18,,0,52,65,0,0,0
5/14/18,5,2,9,16,7,23,21,23,,0,52,65,0,0,0
5/14/18,5,2,9.5,17,7,24,25,18,,0,52,65,0,0,0
5/14/18,5,2,10,17,9,26,27,25,,0,52,65,0,0,0
5/14/18,5,2,10.5,19,9,28,29,24,,0,52,65,0,0,0
5/14/18,5,2,11,20,9,29,31,25,,0,52,65,0,0,0
5/14/18,5,2,11.5,20,9,29,29,24,,0,52,65,0,0,0
5/14/18,5,2,12,20,9,29,28,19,,0,52,65,0,0,0
5/14/18,5,2,12.5,21,9,30,26,27,,0,52,65,0,0,0
5/14/18,5,2,13,21,9,30,27,25,,0,52,65,0,0,0
5/14/18,5,2,13.5,21,9,30,28.5,28,,0,52,65,0,0,0
5/14/18,5,2,14,21,9,30,27,32,,0,52,65,0,0,0
5/14/18,5,2,14.5,21,10,31,29,24,,0,52,65,0,0,0
5/14/18,5,2,15,21,10,31,30,24,,0,52,65,0,0,0
5/14/18,5,2,15.5,22,10,32,30,24,,0,52,65,0,0,0
5/14/18,5,2,16,22,10,32,28,27,,0,52,65,0,0,0
5/14/18,5,2,16.5,20,10,30,26,27,,0,52,65,3,1,0
5/14/18,5,2,17,23,10,33,25.5,33,,0,52,65,5,1,0
5/14/18,5,2,17.5,26,9,35,26,29,,0,52,65,0,0,0
5/14/18,5,2,18,28,9,37,25,27,,0,52,65,0,0,0
5/14/18,5,2,18.5,29,10,39,24,23,,0,52,65,0,0,0
5/14/18,5,2,19,28,9,37,23,20,,0,52,65,0,0,0
5/14/18,5,2,19.5,31,9,40,21,16,,0,52,65,0,0,0
5/14/18,5,2,20,28,10,38,21,14,,0,52,65,0,0,0
5/14/18,5,2,20.5,27,9,36,19,10,,0,52,65,0,0,0
5/14/18,5,2,21,26,7,33,20,16,,0,52,65,0,0,0
5/14/18,5,2,21.5,25,8,33,20,14,,0,52,65,0,0,0
5/14/18,5,2,22,24,6,30,20,17,,0,52,65,0,0,0
5/14/18,5,2,22.5,23,6,29,19,7,,0,52,65,0,0,0
5/14/18,5,2,23,23,6,29,19.5,9,,0,52,65,0,0,0
5/14/18,5,2,23.5,23,6,29,17,11,,0,52,65,0,0,0
5/15/18,5,3,0,22,6,28,17,11,,0,36,67,0,0,0
5/15/18,5,3,0.5,22,6,28,17,12,,0,36,67,0,0,0
5/15/18,5,3,1,22,6,28,14,11,,0,36,67,0,0,0
5/15/18,5,3,1.5,22,6,28,13,8,,0,36,67,0,0,0
5/15/18,5,3,2,22,6,28,14,9,,0,36,67,0,0,0
5/15/18,5,3,2.5,22,5,27,11.5,8,,0,36,67,0,0,0
5/15/18,5,3,3,21,5,26,11,7,,0,36,67,0,0,0
5/15/18,5,3,3.5,20,5,25,11,7,,0,36,67,0,0,0
5/15/18,5,3,4,20,5,25,10,5,,0,36,67,0,0,0
5/15/18,5,3,4.5,17,5,22,11,8,,0,36,67,0,0,0
5/15/18,5,3,5,16,5,21,11.5,9,,0,36,67,0,0,0
5/15/18,5,3,5.5,15,6,21,11,8,,0,36,67,0,0,0
5/15/18,5,3,6,14,6,20,11,6,,0,36,67,0,0,0
5/15/18,5,3,6.5,14,5,19,12,8,,0,36,67,0,0,0
5/15/18,5,3,7,13,6,19,14,7,,0,36,67,0,0,0
5/15/18,5,3,7.5,16,6,22,15,8,,0,36,67,0,0,0
5/15/18,5,3,8,16,6,22,16.5,9,,0,36,67,0,0,0
5/15/18,5,3,8.5,19,6,25,18,10,,0,36,67,0,0,0
5/15/18,5,3,9,19,7,26,21,11,,0,36,67,0,0,0
5/15/18,5,3,9.5,21,7,28,24,14,,0,36,67,0,0,0
5/15/18,5,3,10,22,9,31,25,22,,0,36,67,0,0,0
5/15/18,5,3,10.5,23,9,32,26,18,,0,36,67,0,0,0
5/15/18,5,3,11,24,9,33,27.5,21,,0,36,67,0,0,0
5/15/18,5,3,11.5,24,9,33,29,10,,0,36,67,0,0,0
5/15/18,5,3,12,24,9,33,30,14,,0,36,67,0,0,0
5/15/18,5,3,12.5,25,9,34,30,13,,0,36,67,0,0,0
5/15/18,5,3,13,25,9,34,28,13,,0,36,67,0,0,0
5/15/18,5,3,13.5,25,9,34,28,13,,0,36,67,0,0,0
5/15/18,5,3,14,25,9,34,28,18,,0,36,67,0,0,0
5/15/18,5,3,14.5,25,10,35,28,19,,0,36,67,0,0,0
5/15/18,5,3,15,25,10,35,28.5,17,,0,36,67,0,0,0
5/15/18,5,3,15.5,27,10,37,29,15,,0,36,67,0,0,0
5/15/18,5,3,16,27,10,37,29,16,,0,36,67,0,0,0
5/15/18,5,3,16.5,24,10,34,28,16,,0,36,67,0,0,0
5/15/18,5,3,17,24,10,34,26,22,,0,36,67,0,0,0
5/15/18,5,3,17.5,26,9,35,27,25,,0,36,67,0,0,0
5/15/18,5,3,18,28,9,37,24.5,21,,0,36,67,0,0,0
5/15/18,5,3,18.5,27,10,37,24,17,,0,36,67,0,0,0
5/15/18,5,3,19,26,9,35,22.5,25,,0,36,67,0,0,0
5/15/18,5,3,19.5,28,9,37,21,23,,0,36,67,0,0,0
5/15/18,5,3,20,28,9,37,20,27,,0,36,67,0,0,0
5/15/18,5,3,20.5,27,8,35,21.5,19,,0,36,67,0,0,0
5/15/18,5,3,21,27,7,34,21,20,,0,36,67,0,0,0
5/15/18,5,3,21.5,26,8,34,19,24,,0,36,67,0,0,0
5/15/18,5,3,22,26,6,32,19,23,,0,36,67,0,0,0
5/15/18,5,3,22.5,25,6,31,19,14,,0,36,67,0,0,0
5/15/18,5,3,23,25,6,31,18,17,,0,36,67,0,0,0
5/15/18,5,3,23.5,25,6,31,17,14,,0,36,67,0,0,0
5/16/18,5,4,0,24,6,30,15,10,,0,53,68,0,0,0
5/16/18,5,4,0.5,24,6,30,15,6,,0,53,68,0,0,0
5/16/18,5,4,1,24,6,30,14,11,,0,53,68,0,0,0
5/16/18,5,4,1.5,23,6,29,14,15,,0,53,68,0,0,0
5/16/18,5,4,2,23,6,29,13,12,,0,53,68,0,0,0
5/16/18,5,4,2.5,23,5,28,13,4,,0,53,68,0,0,0
5/16/18,5,4,3,21,5,26,14,7,,0,53,68,0,0,0
5/16/18,5,4,3.5,20,5,25,12,9,,0,53,68,0,0,0
5/16/18,5,4,4,20,5,25,12,7,,0,53,68,0,0,0
5/16/18,5,4,4.5,17,5,22,11,5,,0,53,68,0,0,0
5/16/18,5,4,5,17,5,22,11,4,,0,53,68,0,0,0
5/16/18,5,4,5.5,16,6,22,10.5,3,,0,53,68,0,0,0
5/16/18,5,4,6,15,6,21,12,3,,0,53,68,0,0,0
5/16/18,5,4,6.5,15,5,20,12,2,,0,53,68,0,0,0
5/16/18,5,4,7,14,6,20,14,7,,0,53,68,0,0,0
5/16/18,5,4,7.5,17,6,23,15,11,,0,53,68,0,0,0
5/16/18,5,4,8,17,5,22,17,13,,0,53,68,0,0,0
5/16/18,5,4,8.5,20,5,25,18.5,11,,0,53,68,0,0,0
5/16/18,5,4,9,20,7,27,21,19,,0,53,68,0,0,0
5/16/18,5,4,9.5,23,7,30,23.5,19,,0,53,68,0,0,0
5/16/18,5,4,10,24,9,33,24,24,,0,53,68,0,0,0
5/16/18,5,4,10.5,25,9,34,25,26,,0,53,68,0,0,0
5/16/18,5,4,11,26,9,35,26.5,22,,0,53,68,0,0,0
5/16/18,5,4,11.5,26,9,35,28,21,,0,53,68,0,0,0
5/16/18,5,4,12,26,9,35,30,24,,0,53,68,0,0,0
5/16/18,5,4,12.5,27,9,36,28,25,,0,53,68,0,0,0
5/16/18,5,4,13,27,9,36,27,24,,0,53,68,0,0,0
5/16/18,5,4,13.5,27,9,36,28,26,,0,53,68,0,0,0
5/16/18,5,4,14,27,9,36,27,22,,0,53,68,0,0,0
5/16/18,5,4,14.5,27,10,37,27,16,,0,53,68,0,0,0
5/16/18,5,4,15,28,10,38,28,14,,0,53,68,0,0,0
5/16/18,5,4,15.5,31,10,41,27.5,17,,0,53,68,0,0,0
5/16/18,5,4,16,31,10,41,25.5,17,,0,53,68,0,0,0
5/16/18,5,4,16.5,28,10,38,25,15,,0,53,68,0,0,0
5/16/18,5,4,17,28,10,38,25,19,,0,53,68,0,0,0
5/16/18,5,4,17.5,29,9,38,25,19,,0,53,68,0,0,0
5/16/18,5,4,18,30,9,39,25,15,,0,53,68,0,0,0
5/16/18,5,4,18.5,29,10,39,25.5,21,,0,53,68,0,0,0
5/16/18,5,4,19,29,9,38,24,25,,0,53,68,0,0,0
5/16/18,5,4,19.5,33,9,42,22,22,,0,53,68,0,0,0
5/16/18,5,4,20,30,10,40,23,19,,0,53,68,0,0,0
5/16/18,5,4,20.5,30,9,39,22,18,,0,53,68,0,0,0
5/16/18,5,4,21,29,7,36,22,18,,0,53,68,0,0,0
5/16/18,5,4,21.5,28,9,37,22,20,,0,53,68,0,0,0
5/16/18,5,4,22,27,7,34,20.5,18,,0,53,68,0,0,0
5/16/18,5,4,22.5,26,7,33,20,16,,0,53,68,0,0,0
5/16/18,5,4,23,26,7,33,19,8,,0,53,68,0,0,0
5/16/18,5,4,23.5,26,7,33,18,10,,0,53,68,0,0,0
5/17/18,5,5,0,25,7,32,15,17,,0,53,65,0,0,0
5/17/18,5,5,0.5,24,7,31,15,15,,0,53,65,0,0,0
5/17/18,5,5,1,24,7,31,13,13,,0,53,65,0,0,0
5/17/18,5,5,1.5,22,7,29,13,10,,0,53,65,0,0,0
5/17/18,5,5,2,22,7,29,14,10,,0,53,65,0,0,0
5/17/18,5,5,2.5,22,6,28,12,13,,0,53,65,0,0,0
5/17/18,5,5,3,20,6,26,12.5,12,,0,53,65,0,0,0
5/17/18,5,5,3.5,20,6,26,12,9,,0,53,65,0,0,0
5/17/18,5,5,4,19,6,25,10,10,,0,53,65,0,0,0
5/17/18,5,5,4.5,16,6,22,11,10,,0,53,65,0,0,0
5/17/18,5,5,5,16,6,22,12,11,,0,53,65,0,0,0
5/17/18,5,5,5.5,16,7,23,11,5,,0,53,65,0,0,0
5/17/18,5,5,6,17,7,24,10,7,,0,53,65,0,0,0
5/17/18,5,5,6.5,14,6,20,11,3,,0,53,65,0,0,0
5/17/18,5,5,7,13,7,20,13,3,,0,53,65,0,0,0
5/17/18,5,5,7.5,16,7,23,17,7,,0,53,65,0,0,0
5/17/18,5,5,8,16,6,22,20,11,,0,53,65,0,0,0
5/17/18,5,5,8.5,20,6,26,20,12,,0,53,65,0,0,0
5/17/18,5,5,9,20,7,27,20,13,,0,53,65,0,0,0
5/17/18,5,5,9.5,24,7,31,23,19,,0,53,65,0,0,0
5/17/18,5,5,10,25,9,34,25,17,,0,53,65,0,0,0
5/17/18,5,5,10.5,26,9,35,27,17,,0,53,65,0,0,0
5/17/18,5,5,11,27,9,36,26,22,,0,53,65,0,0,0
5/17/18,5,5,11.5,27,9,36,27,22,,0,53,65,0,0,0
5/17/18,5,5,12,27,9,36,26,19,,0,53,65,0,0,0
5/17/18,5,5,12.5,28,9,37,25.5,19,,0,53,65,0,0,0
5/17/18,5,5,13,28,9,37,28.5,18,,0,53,65,0,0,0
5/17/18,5,5,13.5,28,9,37,29,16,,0,53,65,0,0,0
5/17/18,5,5,14,27,9,36,30,18,,0,53,65,0,0,0
5/17/18,5,5,14.5,28,10,38,28,21,,0,53,65,0,0,0
5/17/18,5,5,15,29,10,39,29,19,,0,53,65,0,0,0
5/17/18,5,5,15.5,32,10,42,27,24,,0,53,65,0,0,0
5/17/18,5,5,16,33,10,43,27,19,,0,53,65,0,0,0
5/17/18,5,5,16.5,32,10,42,27,17,,0,53,65,0,0,0
5/17/18,5,5,17,30,10,40,28,21,,0,53,65,0,0,0
5/17/18,5,5,17.5,27,9,36,26,25,,0,53,65,0,0,0
5/17/18,5,5,18,30,9,39,25,21,,0,53,65,0,0,0
5/17/18,5,5,18.5,30,10,40,27,18,,0,53,65,0,0,0
5/17/18,5,5,19,26,9,35,27,16,,0,53,65,0,0,0
5/17/18,5,5,19.5,31,9,40,25,15,,0,53,65,0,0,0
5/17/18,5,5,20,27,10,37,25,14,,0,53,65,0,0,0
5/17/18,5,5,20.5,27,9,36,24,17,,0,53,65,0,0,0
5/17/18,5,5,21,27,7,34,22.5,19,,0,53,65,0,0,0
5/17/18,5,5,21.5,26,8,34,22,18,,0,53,65,0,0,0
5/17/18,5,5,22,25,6,31,20.5,22,,0,53,65,0,0,0
5/17/18,5,5,22.5,24,6,30,18,16,,0,53,65,0,0,0
5/17/18,5,5,23,24,6,30,18,19,,0,53,65,0,0,0
5/17/18,5,5,23.5,24,6,30,18,15,,0,53,65,0,0,0
5/18/18,5,6,0,23,6,29,17,11,,0,52,64,0,0,0
5/18/18,5,6,0.5,22,6,28,17,6,,0,52,64,0,0,0
5/18/18,5,6,1,22,6,28,16,6,,0,52,64,0,0,0
5/18/18,5,6,1.5,20,6,26,16,9,,0,52,64,0,0,0
5/18/18,5,6,2,20,6,26,15,8,,0,52,64,0,0,0
5/18/18,5,6,2.5,20,5,25,12.5,8,,0,52,64,0,0,0
5/18/18,5,6,3,17,5,22,12,8,,0,52,64,0,0,0
5/18/18,5,6,3.5,17,5,22,12,10,,0,52,64,0,0,0
5/18/18,5,6,4,17,5,22,10,11,,0,52,64,0,0,0
5/18/18,5,6,4.5,14,5,19,10,8,,0,52,64,0,0,0
5/18/18,5,6,5,15,5,20,10,8,,0,52,64,0,0,0
5/18/18,5,6,5.5,13,6,19,10,5,,0,52,64,0,0,0
5/18/18,5,6,6,14,6,20,11,3,,0,52,64,0,0,0
5/18/18,5,6,6.5,17,5,22,11,4,,0,52,64,0,0,0
5/18/18,5,6,7,14,6,20,14,7,,0,52,64,0,0,0
5/18/18,5,6,7.5,17,6,23,16,9,,0,52,64,0,0,0
5/18/18,5,6,8,17,5,22,16,12,,0,52,64,0,0,0
5/18/18,5,6,8.5,20,5,25,18.5,15,,0,52,64,0,0,0
5/18/18,5,6,9,20,6,26,21,16,,0,52,64,0,0,0
5/18/18,5,6,9.5,23,6,29,23.5,16,,0,52,64,0,0,0
5/18/18,5,6,10,24,9,33,25,15,,0,52,64,0,0,0
5/18/18,5,6,10.5,25,9,34,25,15,,0,52,64,0,0,0
5/18/18,5,6,11,26,9,35,25,12,,0,52,64,0,0,0
5/18/18,5,6,11.5,26,9,35,27,16,,0,52,64,0,0,0
5/18/18,5,6,12,26,9,35,29,19,,0,52,64,0,0,0
5/18/18,5,6,12.5,27,9,36,30,18,,0,52,64,0,0,0
5/18/18,5,6,13,27,9,36,27,22,,0,52,64,0,0,0
5/18/18,5,6,13.5,26,9,35,27,17,,0,52,64,0,0,0
5/18/18,5,6,14,27,9,36,29.5,17,,0,52,64,0,0,0
5/18/18,5,6,14.5,27,10,37,30,18,,0,52,64,0,0,0
5/18/18,5,6,15,27,10,37,28.5,22,,0,52,64,0,0,0
5/18/18,5,6,15.5,29,10,39,29,20,,0,52,64,0,0,0
5/18/18,5,6,16,31,10,41,28.5,18,,0,52,64,0,0,0
5/18/18,5,6,16.5,29,10,39,29.5,24,,0,52,64,0,0,0
5/18/18,5,6,17,29,10,39,29,30,,0,52,64,0,0,0
5/18/18,5,6,17.5,31,9,40,29.5,26,,0,52,64,0,0,0
5/18/18,5,6,18,31,9,40,27.5,17,,0,52,64,0,0,0
5/18/18,5,6,18.5,30,10,40,24,13,,0,52,64,0,0,0
5/18/18,5,6,19,25,9,34,23,17,,0,52,64,0,0,0
5/18/18,5,6,19.5,29,9,38,23,14,,0,52,64,0,0,0
5/18/18,5,6,20,27,10,37,25,14,,0,52,64,0,0,0
5/18/18,5,6,20.5,27,9,36,24,18,,0,52,64,0,0,0
5/18/18,5,6,21,25,8,33,22,17,,0,52,64,0,0,0
5/18/18,5,6,21.5,24,9,33,21,16,,0,52,64,0,0,0
5/18/18,5,6,22,23,6,29,22,17,,0,52,64,0,0,0
5/18/18,5,6,22.5,22,6,28,21,15,,0,52,64,0,0,0
5/18/18,5,6,23,22,6,28,21,14,,0,52,64,0,0,0
5/18/18,5,6,23.5,22,6,28,20,18,,0,52,64,0,0,0
5/19/18,5,7,0,21,6,27,19,19,,0,52,63,0,0,0
5/19/18,5,7,0.5,21,6,27,19,18,,0,52,63,0,0,0
5/19/18,5,7,1,21,6,27,18,18,,0,52,63,0,0,0
5/19/18,5,7,1.5,19,6,25,17,14,,0,52,63,0,0,0
5/19/18,5,7,2,19,6,25,17,11,,0,52,63,0,0,0
5/19/18,5,7,2.5,19,5,24,16,8,,0,52,63,0,0,0
5/19/18,5,7,3,17,5,22,17.5,10,,0,52,63,0,0,0
5/19/18,5,7,3.5,17,5,22,16,7,,0,52,63,0,0,0
5/19/18,5,7,4,17,5,22,13,4,,0,52,63,0,0,0
5/19/18,5,7,4.5,14,5,19,12,4,,0,52,63,0,0,0
5/19/18,5,7,5,14,5,19,11,6,,0,52,63,0,0,0
5/19/18,5,7,5.5,14,5,19,11,6,,0,52,63,0,0,0
5/19/18,5,7,6,12,5,17,10,5,,0,52,63,0,0,0
5/19/18,5,7,6.5,12,3,15,12,5,,0,52,63,0,0,0
5/19/18,5,7,7,13,4,17,13,7,,0,52,63,0,0,0
5/19/18,5,7,7.5,15,4,19,13,9,,0,52,63,0,0,0
5/19/18,5,7,8,15,3,18,14,12,,0,52,63,0,0,0
5/19/18,5,7,8.5,16,3,19,16,10,,0,52,63,1,1,0
5/19/18,5,7,9,16,3,19,19,18,,0,52,63,0,0,0
5/19/18,5,7,9.5,17,3,20,19,20,,0,52,63,0,0,0
5/19/18,5,7,10,18,6,24,20.5,18,,0,52,63,0,0,0
5/19/18,5,7,10.5,19,6,25,22,19,,0,52,63,0,0,0
5/19/18,5,7,11,20,6,26,25,24,,0,52,63,0,0,0
5/19/18,5,7,11.5,20,6,26,26,29,,0,52,63,0,0,0
5/19/18,5,7,12,19,6,25,27,26,,0,52,63,0,0,0
5/19/18,5,7,12.5,21,6,27,27,25,,0,52,63,0,0,0
5/19/18,5,7,13,21,6,27,26,24,,0,52,63,0,0,0
5/19/18,5,7,13.5,21,6,27,25,22,,0,52,63,0,0,0
5/19/18,5,7,14,21,6,27,26,21,,0,52,63,0,0,0
5/19/18,5,7,14.5,21,6,27,27,25,,0,52,63,0,0,0
5/19/18,5,7,15,22,6,28,26,20,,0,52,63,0,0,0
5/19/18,5,7,15.5,23,6,29,28,18,,0,52,63,0,0,0
5/19/18,5,7,16,23,6,29,27,17,,0,52,63,0,0,0
5/19/18,5,7,16.5,21,6,27,25.5,20,,0,52,63,0,0,0
5/19/18,5,7,17,21,6,27,25,18,,0,52,63,0,0,0
5/19/18,5,7,17.5,22,6,28,25,18,,0,52,63,0,0,0
5/19/18,5,7,18,24,6,30,27.5,14,,0,52,63,0,0,0
5/19/18,5,7,18.5,23,6,29,24,17,,0,52,63,0,0,0
5/19/18,5,7,19,24,5,29,24,19,,0,52,63,0,0,0
5/19/18,5,7,19.5,26,5,31,24,24,,0,52,63,0,0,0
5/19/18,5,7,20,23,6,29,22,19,,0,52,63,0,0,0
5/19/18,5,7,20.5,23,6,29,19,9,,0,52,63,0,0,0
5/19/18,5,7,21,23,5,28,21,11,,0,52,63,0,0,0
5/19/18,5,7,21.5,23,5,28,21,17,,0,52,63,0,0,0
5/19/18,5,7,22,22,2,24,22,18,,0,52,63,0,0,0
5/19/18,5,7,22.5,21,2,23,22,16,,0,52,63,0,0,0
5/19/18,5,7,23,21,2,23,21.5,16,,0,52,63,0,0,0
5/19/18,5,7,23.5,21,2,23,20,17,,0,52,63,0,0,0
5/20/18,5,1,0,20,2,22,20,14,,0,52,62,0,0,0
5/20/18,5,1,0.5,19,2,21,19,9,,0,52,62,0,0,0
5/20/18,5,1,1,19,2,21,19,10,,0,52,62,0,0,0
5/20/18,5,1,1.5,19,2,21,18,13,,0,52,62,0,0,0
5/20/18,5,1,2,19,2,21,19,18,,0,52,62,0,0,0
5/20/18,5,1,2.5,18,2,20,17,14,,0,52,62,0,0,0
5/20/18,5,1,3,16,2,18,16,10,,0,52,62,0,0,0
5/20/18,5,1,3.5,15,2,17,15,7,,0,52,62,0,0,0
5/20/18,5,1,4,15,2,17,12,4,,0,52,62,0,0,0
5/20/18,5,1,4.5,13,2,15,11,3,,0,52,62,0,0,0
5/20/18,5,1,5,14,2,16,10,6,,0,52,62,0,0,0
5/20/18,5,1,5.5,13,2,15,10,8,,0,52,62,0,0,0
5/20/18,5,1,6,12,2,14,9,6,,0,52,62,0,0,0
5/20/18,5,1,6.5,12,3,15,11,7,,0,52,62,0,0,0
5/20/18,5,1,7,12,4,16,12,12,,0,52,62,0,0,0
5/20/18,5,1,7.5,14,4,18,13,7,,0,52,62,0,0,0
5/20/18,5,1,8,15,3,18,15,6,,0,52,62,0,0,0
5/20/18,5,1,8.5,15,3,18,16,8,,0,52,62,0,0,0
5/20/18,5,1,9,16,5,21,19,11,,0,52,62,0,0,0
5/20/18,5,1,9.5,16,5,21,22,9,,0,52,62,0,0,0
5/20/18,5,1,10,16,5,21,22,18,,0,52,62,0,0,0
5/20/18,5,1,10.5,18,5,23,22,20,,0,52,62,0,0,0
5/20/18,5,1,11,18,5,23,23,16,,0,52,62,0,0,0
5/20/18,5,1,11.5,18,5,23,23,19,,0,52,62,0,0,0
5/20/18,5,1,12,18,5,23,23,15,,0,52,62,0,0,0
5/20/18,5,1,12.5,19,5,24,22,18,,0,52,62,0,0,0
5/20/18,5,1,13,19,5,24,22,23,,0,52,62,0,0,0
5/20/18,5,1,13.5,19,5,24,24,25,,0,52,62,0,0,0
5/20/18,5,1,14,19,5,24,23.5,19,,0,52,62,0,0,0
5/20/18,5,1,14.5,19,6,25,24,23,,0,52,62,0,0,0
5/20/18,5,1,15,19,6,25,23.5,22,,0,52,62,0,0,0
5/20/18,5,1,15.5,21,6,27,23,21,,0,52,62,0,0,0
5/20/18,5,1,16,22,6,28,22.5,14,,0,52,62,0,0,0
5/20/18,5,1,16.5,19,6,25,22,19,,0,52,62,0,0,0
5/20/18,5,1,17,20,6,26,22,22,,0,52,62,0,0,0
5/20/18,5,1,17.5,23,6,29,22,24,,0,52,62,0,0,0
5/20/18,5,1,18,25,6,31,20,25,,0,52,62,0,0,0
5/20/18,5,1,18.5,27,7,34,23,15,,0,52,62,0,0,0
5/20/18,5,1,19,24,6,30,22,5,,0,52,62,0,0,0
5/20/18,5,1,19.5,28,6,34,20.5,14,,0,52,62,0,0,0
5/20/18,5,1,20,26,8,34,22,18,,0,52,62,0,0,0
5/20/18,5,1,20.5,26,7,33,23,17,,0,52,62,0,0,0
5/20/18,5,1,21,26,6,32,22,18,,0,52,62,0,0,0
5/20/18,5,1,21.5,25,7,32,20,19,,0,52,62,0,0,0
5/20/18,5,1,22,24,7,31,23,15,,0,52,62,0,0,0
5/20/18,5,1,22.5,24,7,31,21.5,15,,0,52,62,0,0,0
5/20/18,5,1,23,24,7,31,21,18,,0,52,62,0,0,0
5/20/18,5,1,23.5,24,7,31,19.5,12,,0,52,62,0,0,0
5/21/18,5,2,0,23,7,30,16,12,,0,49,67,0,0,0
5/21/18,5,2,0.5,23,7,30,15,9,,0,49,67,0,0,0
5/21/18,5,2,1,22,7,29,15,9,,0,49,67,0,0,0
5/21/18,5,2,1.5,21,7,28,15,7,,0,49,67,0,0,0
5/21/18,5,2,2,21,7,28,16,10,,0,49,67,0,0,0
5/21/18,5,2,2.5,21,6,27,14,12,,0,49,67,0,0,0
5/21/18,5,2,3,19,6,25,13,12,,0,49,67,0,0,0
5/21/18,5,2,3.5,18,6,24,13,12,,0,49,67,0,0,0
5/21/18,5,2,4,18,6,24,12,9,,0,49,67,0,0,0
5/21/18,5,2,4.5,15,6,21,11,11,,0,49,67,0,0,0
5/21/18,5,2,5,15,6,21,10,9,,0,49,67,0,0,0
5/21/18,5,2,5.5,15,6,21,11,4,,0,49,67,0,0,0
5/21/18,5,2,6,12,6,18,11,4,,0,49,67,0,0,0
5/21/18,5,2,6.5,12,5,17,12,8,,0,49,67,0,0,0
5/21/18,5,2,7,12,6,18,13.5,11,,0,49,67,0,0,0
5/21/18,5,2,7.5,15,6,21,16,13,,0,49,67,0,0,0
5/21/18,5,2,8,15,4,19,18,10,,0,49,67,0,0,0
5/21/18,5,2,8.5,17,4,21,19,10,,0,49,67,0,0,0
5/21/18,5,2,9,18,6,24,21,18,,0,49,67,0,0,0
5/21/18,5,2,9.5,19,6,25,25,16,,0,49,67,0,0,0
5/21/18,5,2,10,20,8,28,27,21,,0,49,67,1,1,0
5/21/18,5,2,10.5,22,8,30,29,31,,0,49,67,2,1,0
5/21/18,5,2,11,22,8,30,31,29,,0,49,67,0,0,0
5/21/18,5,2,11.5,23,8,31,29,28,,0,49,67,0,0,0
5/21/18,5,2,12,23,8,31,28,31,,0,49,67,0,0,0
5/21/18,5,2,12.5,23,8,31,26,26,,0,49,67,0,0,0
5/21/18,5,2,13,23,8,31,27,22,,0,49,67,0,0,0
5/21/18,5,2,13.5,23,8,31,29,20,,0,49,67,0,0,0
